Group,Subgroup,Week Date,Depression Value,Total Cases,Total Deaths,Total Tests,Positive Rate
By State,Mississippi,2020-06-30,36.5,2643189.0,127471.0,37344751.0,0.057
By State,Minnesota,2020-06-30,25.1,2643189.0,127471.0,37344751.0,0.057
By State,Maryland,2020-06-30,29.5,2643189.0,127471.0,37344751.0,0.057
By State,Louisiana,2020-06-30,40.5,2643189.0,127471.0,37344751.0,0.057
By State,Kentucky,2020-06-30,33.9,2643189.0,127471.0,37344751.0,0.057
By State,Kansas,2020-06-30,28.0,2643189.0,127471.0,37344751.0,0.057
By Age,40 - 49 years,2020-06-30,35.4,2643189.0,127471.0,37344751.0,0.057
By State,Indiana,2020-06-30,34.7,2643189.0,127471.0,37344751.0,0.057
By State,Idaho,2020-06-30,32.9,2643189.0,127471.0,37344751.0,0.057
By State,North Carolina,2020-06-30,22.7,2643189.0,127471.0,37344751.0,0.057
By State,Iowa,2020-06-30,31.5,2643189.0,127471.0,37344751.0,0.057
By State,New Mexico,2020-06-30,29.7,2643189.0,127471.0,37344751.0,0.057
By State,New York,2020-06-30,23.9,2643189.0,127471.0,37344751.0,0.057
By Age,80 years and above,2020-06-30,20.5,2643189.0,127471.0,37344751.0,0.057
By Age,60 - 69 years,2020-06-30,29.1,2643189.0,127471.0,37344751.0,0.057
By Age,50 - 59 years,2020-06-30,37.4,2643189.0,127471.0,37344751.0,0.057
By State,Pennsylvania,2020-06-30,33.4,2643189.0,127471.0,37344751.0,0.057
By Age,40 - 49 years,2020-06-30,39.7,2643189.0,127471.0,37344751.0,0.057
By Age,18 - 29 years,2020-06-30,49.4,2643189.0,127471.0,37344751.0,0.057
By Age,80 years and above,2020-06-30,16.2,2643189.0,127471.0,37344751.0,0.057
By Age,70 - 79 years,2020-06-30,18.6,2643189.0,127471.0,37344751.0,0.057
By Age,60 - 69 years,2020-06-30,25.0,2643189.0,127471.0,37344751.0,0.057
By Age,30 - 39 years,2020-06-30,44.1,2643189.0,127471.0,37344751.0,0.057
By State,New Jersey,2020-06-30,24.2,2643189.0,127471.0,37344751.0,0.057
By State,Maine,2020-06-30,23.8,2643189.0,127471.0,37344751.0,0.057
By State,Massachusetts,2020-06-30,24.2,2643189.0,127471.0,37344751.0,0.057
By State,Mississippi,2020-06-30,34.4,2643189.0,127471.0,37344751.0,0.057
By State,Missouri,2020-06-30,25.6,2643189.0,127471.0,37344751.0,0.057
By State,Montana,2020-06-30,22.2,2643189.0,127471.0,37344751.0,0.057
By State,Nebraska,2020-06-30,22.0,2643189.0,127471.0,37344751.0,0.057
By State,New Hampshire,2020-06-30,24.3,2643189.0,127471.0,37344751.0,0.057
By State,Louisiana,2020-06-30,32.2,2643189.0,127471.0,37344751.0,0.057
By State,New Mexico,2020-07-07,38.1,3004763.0,131728.0,42664762.0,0.068
By State,New York,2020-07-07,34.7,3004763.0,131728.0,42664762.0,0.068
By State,Ohio,2020-07-07,31.9,3004763.0,131728.0,42664762.0,0.068
By State,Oklahoma,2020-07-07,39.4,3004763.0,131728.0,42664762.0,0.068
By State,Oregon,2020-07-07,35.4,3004763.0,131728.0,42664762.0,0.068
By State,Tennessee,2020-07-07,34.6,3004763.0,131728.0,42664762.0,0.068
By State,South Carolina,2020-07-07,31.4,3004763.0,131728.0,42664762.0,0.068
By State,South Dakota,2020-07-07,31.3,3004763.0,131728.0,42664762.0,0.068
By State,New Jersey,2020-07-07,33.6,3004763.0,131728.0,42664762.0,0.068
By State,Texas,2020-07-07,36.1,3004763.0,131728.0,42664762.0,0.068
By State,Pennsylvania,2020-07-07,33.2,3004763.0,131728.0,42664762.0,0.068
By State,New Hampshire,2020-07-07,32.5,3004763.0,131728.0,42664762.0,0.068
By State,Indiana,2020-07-07,34.8,3004763.0,131728.0,42664762.0,0.068
By State,Mississippi,2020-07-07,40.2,3004763.0,131728.0,42664762.0,0.068
By State,Minnesota,2020-07-07,27.6,3004763.0,131728.0,42664762.0,0.068
By State,Michigan,2020-07-07,31.1,3004763.0,131728.0,42664762.0,0.068
By State,Massachusetts,2020-07-07,30.1,3004763.0,131728.0,42664762.0,0.068
By State,Maryland,2020-07-07,32.2,3004763.0,131728.0,42664762.0,0.068
By State,Kentucky,2020-07-07,36.3,3004763.0,131728.0,42664762.0,0.068
By State,Kansas,2020-07-07,32.3,3004763.0,131728.0,42664762.0,0.068
By State,Iowa,2020-07-07,29.6,3004763.0,131728.0,42664762.0,0.068
By State,Vermont,2020-07-07,29.2,3004763.0,131728.0,42664762.0,0.068
By State,New Hampshire,2020-07-07,35.7,3004763.0,131728.0,42664762.0,0.068
By State,Nebraska,2020-07-07,30.9,3004763.0,131728.0,42664762.0,0.068
By State,Illinois,2020-07-07,35.1,3004763.0,131728.0,42664762.0,0.068
By State,Hawaii,2020-07-07,34.2,3004763.0,131728.0,42664762.0,0.068
By State,Nebraska,2020-07-07,25.7,3004763.0,131728.0,42664762.0,0.068
By State,Washington,2020-07-07,37.5,3004763.0,131728.0,42664762.0,0.068
By State,Arizona,2020-07-07,42.4,3004763.0,131728.0,42664762.0,0.068
By State,Wisconsin,2020-07-07,30.7,3004763.0,131728.0,42664762.0,0.068
By State,New Mexico,2020-07-07,43.3,3004763.0,131728.0,42664762.0,0.068
By State,New York,2020-07-07,39.7,3004763.0,131728.0,42664762.0,0.068
By State,North Carolina,2020-07-07,38.4,3004763.0,131728.0,42664762.0,0.068
By State,Ohio,2020-07-07,34.9,3004763.0,131728.0,42664762.0,0.068
By State,Oklahoma,2020-07-07,42.9,3004763.0,131728.0,42664762.0,0.068
By State,Oregon,2020-07-07,39.7,3004763.0,131728.0,42664762.0,0.068
By State,Pennsylvania,2020-07-07,37.2,3004763.0,131728.0,42664762.0,0.068
By State,New Jersey,2020-07-07,38.2,3004763.0,131728.0,42664762.0,0.068
By State,South Carolina,2020-07-07,38.6,3004763.0,131728.0,42664762.0,0.068
By State,Georgia,2020-07-07,32.5,3004763.0,131728.0,42664762.0,0.068
By State,Tennessee,2020-07-07,41.9,3004763.0,131728.0,42664762.0,0.068
By State,Virginia,2020-07-07,38.5,3004763.0,131728.0,42664762.0,0.068
By State,Washington,2020-07-07,42.0,3004763.0,131728.0,42664762.0,0.068
By State,West Virginia,2020-07-07,34.6,3004763.0,131728.0,42664762.0,0.068
By State,Wisconsin,2020-07-07,34.1,3004763.0,131728.0,42664762.0,0.068
By State,Wyoming,2020-07-07,36.0,3004763.0,131728.0,42664762.0,0.068
By State,South Dakota,2020-07-07,35.2,3004763.0,131728.0,42664762.0,0.068
By State,Minnesota,2020-07-07,31.1,3004763.0,131728.0,42664762.0,0.068
By State,Michigan,2020-07-07,36.7,3004763.0,131728.0,42664762.0,0.068
By State,Massachusetts,2020-07-07,33.4,3004763.0,131728.0,42664762.0,0.068
By State,Wyoming,2020-07-07,31.5,3004763.0,131728.0,42664762.0,0.068
By State,Alabama,2020-07-07,39.6,3004763.0,131728.0,42664762.0,0.068
By State,Alaska,2020-07-07,32.9,3004763.0,131728.0,42664762.0,0.068
By State,Arkansas,2020-07-07,41.2,3004763.0,131728.0,42664762.0,0.068
By State,Colorado,2020-07-07,42.4,3004763.0,131728.0,42664762.0,0.068
By State,Connecticut,2020-07-07,39.0,3004763.0,131728.0,42664762.0,0.068
By State,Delaware,2020-07-07,31.5,3004763.0,131728.0,42664762.0,0.068
By State,District of Columbia,2020-07-07,37.8,3004763.0,131728.0,42664762.0,0.068
By State,Florida,2020-07-07,42.0,3004763.0,131728.0,42664762.0,0.068
By State,Georgia,2020-07-07,38.0,3004763.0,131728.0,42664762.0,0.068
By State,Hawaii,2020-07-07,37.1,3004763.0,131728.0,42664762.0,0.068
By State,Idaho,2020-07-07,37.7,3004763.0,131728.0,42664762.0,0.068
By State,Indiana,2020-07-07,39.0,3004763.0,131728.0,42664762.0,0.068
By State,Iowa,2020-07-07,31.6,3004763.0,131728.0,42664762.0,0.068
By State,Louisiana,2020-07-07,44.8,3004763.0,131728.0,42664762.0,0.068
By State,Maine,2020-07-07,36.3,3004763.0,131728.0,42664762.0,0.068
By State,Maryland,2020-07-07,36.1,3004763.0,131728.0,42664762.0,0.068
By State,West Virginia,2020-07-07,31.9,3004763.0,131728.0,42664762.0,0.068
By State,Florida,2020-07-07,37.8,3004763.0,131728.0,42664762.0,0.068
By State,Alabama,2020-07-07,28.6,3004763.0,131728.0,42664762.0,0.068
By State,Colorado,2020-07-07,35.4,3004763.0,131728.0,42664762.0,0.068
By State,Iowa,2020-07-07,17.5,3004763.0,131728.0,42664762.0,0.068
By State,Indiana,2020-07-07,27.7,3004763.0,131728.0,42664762.0,0.068
By State,Illinois,2020-07-07,27.6,3004763.0,131728.0,42664762.0,0.068
By State,Hawaii,2020-07-07,28.9,3004763.0,131728.0,42664762.0,0.068
By State,Georgia,2020-07-07,27.1,3004763.0,131728.0,42664762.0,0.068
By State,Florida,2020-07-07,27.9,3004763.0,131728.0,42664762.0,0.068
By State,District of Columbia,2020-07-07,35.2,3004763.0,131728.0,42664762.0,0.068
By State,Delaware,2020-07-07,22.7,3004763.0,131728.0,42664762.0,0.068
By State,Connecticut,2020-07-07,26.3,3004763.0,131728.0,42664762.0,0.068
By State,Colorado,2020-07-07,30.0,3004763.0,131728.0,42664762.0,0.068
By State,Arkansas,2020-07-07,30.2,3004763.0,131728.0,42664762.0,0.068
By State,Alaska,2020-07-07,21.5,3004763.0,131728.0,42664762.0,0.068
By Age,18 - 29 years,2020-07-07,35.8,3004763.0,131728.0,42664762.0,0.068
By Age,30 - 39 years,2020-07-07,31.7,3004763.0,131728.0,42664762.0,0.068
By Age,40 - 49 years,2020-07-07,27.6,3004763.0,131728.0,42664762.0,0.068
By Age,60 - 69 years,2020-07-07,21.8,3004763.0,131728.0,42664762.0,0.068
By Age,70 - 79 years,2020-07-07,17.8,3004763.0,131728.0,42664762.0,0.068
By Age,80 years and above,2020-07-07,25.6,3004763.0,131728.0,42664762.0,0.068
By Age,70 - 79 years,2020-07-07,24.5,3004763.0,131728.0,42664762.0,0.068
By Age,60 - 69 years,2020-07-07,30.8,3004763.0,131728.0,42664762.0,0.068
By Age,50 - 59 years,2020-07-07,38.3,3004763.0,131728.0,42664762.0,0.068
By Age,40 - 49 years,2020-07-07,40.0,3004763.0,131728.0,42664762.0,0.068
By Age,30 - 39 years,2020-07-07,45.9,3004763.0,131728.0,42664762.0,0.068
By State,Kentucky,2020-07-07,27.4,3004763.0,131728.0,42664762.0,0.068
By Age,18 - 29 years,2020-07-07,50.4,3004763.0,131728.0,42664762.0,0.068
By Age,60 - 69 years,2020-07-07,26.5,3004763.0,131728.0,42664762.0,0.068
By Age,50 - 59 years,2020-07-07,33.4,3004763.0,131728.0,42664762.0,0.068
By Age,40 - 49 years,2020-07-07,36.1,3004763.0,131728.0,42664762.0,0.068
By Age,30 - 39 years,2020-07-07,40.6,3004763.0,131728.0,42664762.0,0.068
By Age,18 - 29 years,2020-07-07,44.4,3004763.0,131728.0,42664762.0,0.068
By Age,80 years and above,2020-07-07,18.7,3004763.0,131728.0,42664762.0,0.068
By Age,80 years and above,2020-07-07,19.3,3004763.0,131728.0,42664762.0,0.068
By State,Louisiana,2020-07-07,33.5,3004763.0,131728.0,42664762.0,0.068
By State,District of Columbia,2020-07-07,24.9,3004763.0,131728.0,42664762.0,0.068
By State,Massachusetts,2020-07-07,21.8,3004763.0,131728.0,42664762.0,0.068
By State,Washington,2020-07-07,27.8,3004763.0,131728.0,42664762.0,0.068
By State,West Virginia,2020-07-07,24.2,3004763.0,131728.0,42664762.0,0.068
By State,Wisconsin,2020-07-07,24.6,3004763.0,131728.0,42664762.0,0.068
By State,Wyoming,2020-07-07,26.5,3004763.0,131728.0,42664762.0,0.068
By State,Alabama,2020-07-07,34.4,3004763.0,131728.0,42664762.0,0.068
By State,Arizona,2020-07-07,36.6,3004763.0,131728.0,42664762.0,0.068
By State,Virginia,2020-07-07,29.5,3004763.0,131728.0,42664762.0,0.068
By State,Maryland,2020-07-07,22.5,3004763.0,131728.0,42664762.0,0.068
By Sex,Female,2020-07-07,37.0,3004763.0,131728.0,42664762.0,0.068
By Sex,Male,2020-07-07,30.7,3004763.0,131728.0,42664762.0,0.068
By Sex,Female,2020-07-07,28.6,3004763.0,131728.0,42664762.0,0.068
By Sex,Male,2020-07-07,26.6,3004763.0,131728.0,42664762.0,0.068
By State,Arkansas,2020-07-07,34.7,3004763.0,131728.0,42664762.0,0.068
By State,California,2020-07-07,32.9,3004763.0,131728.0,42664762.0,0.068
By Sex,Male,2020-07-07,36.5,3004763.0,131728.0,42664762.0,0.068
By State,Vermont,2020-07-07,22.2,3004763.0,131728.0,42664762.0,0.068
By Sex,Female,2020-07-07,41.3,3004763.0,131728.0,42664762.0,0.068
By State,Texas,2020-07-07,30.5,3004763.0,131728.0,42664762.0,0.068
By State,Utah,2020-07-07,25.0,3004763.0,131728.0,42664762.0,0.068
By State,Minnesota,2020-07-07,20.9,3004763.0,131728.0,42664762.0,0.068
By State,Mississippi,2020-07-07,32.0,3004763.0,131728.0,42664762.0,0.068
By State,Missouri,2020-07-07,28.8,3004763.0,131728.0,42664762.0,0.068
By State,Montana,2020-07-07,23.8,3004763.0,131728.0,42664762.0,0.068
By State,New Hampshire,2020-07-07,19.7,3004763.0,131728.0,42664762.0,0.068
By State,New Mexico,2020-07-07,32.5,3004763.0,131728.0,42664762.0,0.068
By State,Nebraska,2020-07-07,23.6,3004763.0,131728.0,42664762.0,0.068
By State,Ohio,2020-07-07,25.6,3004763.0,131728.0,42664762.0,0.068
By State,Oregon,2020-07-07,29.9,3004763.0,131728.0,42664762.0,0.068
By State,Pennsylvania,2020-07-07,26.0,3004763.0,131728.0,42664762.0,0.068
By State,Rhode Island,2020-07-07,22.8,3004763.0,131728.0,42664762.0,0.068
By State,South Dakota,2020-07-07,26.7,3004763.0,131728.0,42664762.0,0.068
By State,Tennessee,2020-07-07,31.7,3004763.0,131728.0,42664762.0,0.068
By State,North Dakota,2020-07-07,23.0,3004763.0,131728.0,42664762.0,0.068
By State,Hawaii,2020-07-14,28.3,3439203.0,136946.0,49082297.0,0.068
By State,Louisiana,2020-07-14,31.1,3439203.0,136946.0,49082297.0,0.068
By State,Kansas,2020-07-14,24.8,3439203.0,136946.0,49082297.0,0.068
By State,Iowa,2020-07-14,17.7,3439203.0,136946.0,49082297.0,0.068
By State,Indiana,2020-07-14,29.4,3439203.0,136946.0,49082297.0,0.068
By State,Illinois,2020-07-14,23.7,3439203.0,136946.0,49082297.0,0.068
By State,Idaho,2020-07-14,27.5,3439203.0,136946.0,49082297.0,0.068
By State,Florida,2020-07-14,31.7,3439203.0,136946.0,49082297.0,0.068
By State,Alaska,2020-07-14,27.4,3439203.0,136946.0,49082297.0,0.068
By State,Delaware,2020-07-14,23.3,3439203.0,136946.0,49082297.0,0.068
By State,Connecticut,2020-07-14,26.7,3439203.0,136946.0,49082297.0,0.068
By State,Colorado,2020-07-14,26.1,3439203.0,136946.0,49082297.0,0.068
By State,California,2020-07-14,31.8,3439203.0,136946.0,49082297.0,0.068
By State,Arkansas,2020-07-14,34.8,3439203.0,136946.0,49082297.0,0.068
By State,Arizona,2020-07-14,33.9,3439203.0,136946.0,49082297.0,0.068
By State,Alabama,2020-07-14,30.4,3439203.0,136946.0,49082297.0,0.068
By State,Maine,2020-07-14,22.4,3439203.0,136946.0,49082297.0,0.068
By State,District of Columbia,2020-07-14,20.8,3439203.0,136946.0,49082297.0,0.068
By State,Maryland,2020-07-14,22.2,3439203.0,136946.0,49082297.0,0.068
By State,California,2020-07-14,39.1,3439203.0,136946.0,49082297.0,0.068
By State,Michigan,2020-07-14,23.0,3439203.0,136946.0,49082297.0,0.068
By Sex,Female,2020-07-14,30.0,3439203.0,136946.0,49082297.0,0.068
By Sex,Male,2020-07-14,26.0,3439203.0,136946.0,49082297.0,0.068
By State,Utah,2020-07-14,34.3,3439203.0,136946.0,49082297.0,0.068
By State,Texas,2020-07-14,45.9,3439203.0,136946.0,49082297.0,0.068
By State,Tennessee,2020-07-14,41.9,3439203.0,136946.0,49082297.0,0.068
By State,South Dakota,2020-07-14,34.7,3439203.0,136946.0,49082297.0,0.068
By State,Pennsylvania,2020-07-14,40.3,3439203.0,136946.0,49082297.0,0.068
By State,Oregon,2020-07-14,43.9,3439203.0,136946.0,49082297.0,0.068
By State,Oklahoma,2020-07-14,44.7,3439203.0,136946.0,49082297.0,0.068
By State,Ohio,2020-07-14,34.8,3439203.0,136946.0,49082297.0,0.068
By State,North Carolina,2020-07-14,38.3,3439203.0,136946.0,49082297.0,0.068
By State,New York,2020-07-14,38.3,3439203.0,136946.0,49082297.0,0.068
By State,Nevada,2020-07-14,46.4,3439203.0,136946.0,49082297.0,0.068
By State,Nebraska,2020-07-14,34.1,3439203.0,136946.0,49082297.0,0.068
By State,Montana,2020-07-14,40.2,3439203.0,136946.0,49082297.0,0.068
By State,Missouri,2020-07-14,38.7,3439203.0,136946.0,49082297.0,0.068
By State,Mississippi,2020-07-14,46.5,3439203.0,136946.0,49082297.0,0.068
By State,Michigan,2020-07-14,35.6,3439203.0,136946.0,49082297.0,0.068
By State,Massachusetts,2020-07-14,38.2,3439203.0,136946.0,49082297.0,0.068
By State,Maryland,2020-07-14,33.6,3439203.0,136946.0,49082297.0,0.068
By State,Louisiana,2020-07-14,45.4,3439203.0,136946.0,49082297.0,0.068
By State,Kentucky,2020-07-14,42.2,3439203.0,136946.0,49082297.0,0.068
By State,Iowa,2020-07-14,28.9,3439203.0,136946.0,49082297.0,0.068
By State,Idaho,2020-07-14,37.3,3439203.0,136946.0,49082297.0,0.068
By State,Hawaii,2020-07-14,36.7,3439203.0,136946.0,49082297.0,0.068
By State,Florida,2020-07-14,43.6,3439203.0,136946.0,49082297.0,0.068
By State,District of Columbia,2020-07-14,28.0,3439203.0,136946.0,49082297.0,0.068
By Sex,Male,2020-07-14,31.5,3439203.0,136946.0,49082297.0,0.068
By State,Delaware,2020-07-14,34.4,3439203.0,136946.0,49082297.0,0.068
By Sex,Female,2020-07-14,39.4,3439203.0,136946.0,49082297.0,0.068
By Sex,Female,2020-07-14,44.2,3439203.0,136946.0,49082297.0,0.068
By Age,18 - 29 years,2020-07-14,39.0,3439203.0,136946.0,49082297.0,0.068
By Age,30 - 39 years,2020-07-14,32.3,3439203.0,136946.0,49082297.0,0.068
By Age,40 - 49 years,2020-07-14,28.5,3439203.0,136946.0,49082297.0,0.068
By Age,50 - 59 years,2020-07-14,29.2,3439203.0,136946.0,49082297.0,0.068
By Age,60 - 69 years,2020-07-14,21.7,3439203.0,136946.0,49082297.0,0.068
By Age,70 - 79 years,2020-07-14,13.9,3439203.0,136946.0,49082297.0,0.068
By Age,80 years and above,2020-07-14,12.0,3439203.0,136946.0,49082297.0,0.068
By Age,18 - 29 years,2020-07-14,47.7,3439203.0,136946.0,49082297.0,0.068
By Age,30 - 39 years,2020-07-14,42.9,3439203.0,136946.0,49082297.0,0.068
By Age,40 - 49 years,2020-07-14,37.7,3439203.0,136946.0,49082297.0,0.068
By Age,50 - 59 years,2020-07-14,34.7,3439203.0,136946.0,49082297.0,0.068
By Age,60 - 69 years,2020-07-14,27.8,3439203.0,136946.0,49082297.0,0.068
By Age,70 - 79 years,2020-07-14,17.8,3439203.0,136946.0,49082297.0,0.068
By Age,80 years and above,2020-07-14,15.6,3439203.0,136946.0,49082297.0,0.068
By Age,18 - 29 years,2020-07-14,55.0,3439203.0,136946.0,49082297.0,0.068
By Age,30 - 39 years,2020-07-14,46.8,3439203.0,136946.0,49082297.0,0.068
By Age,40 - 49 years,2020-07-14,41.6,3439203.0,136946.0,49082297.0,0.068
By Age,50 - 59 years,2020-07-14,39.8,3439203.0,136946.0,49082297.0,0.068
By Age,60 - 69 years,2020-07-14,31.8,3439203.0,136946.0,49082297.0,0.068
By Age,70 - 79 years,2020-07-14,21.4,3439203.0,136946.0,49082297.0,0.068
By Age,80 years and above,2020-07-14,18.9,3439203.0,136946.0,49082297.0,0.068
By State,Massachusetts,2020-07-14,23.8,3439203.0,136946.0,49082297.0,0.068
By State,Wyoming,2020-07-14,33.0,3439203.0,136946.0,49082297.0,0.068
By State,Wisconsin,2020-07-14,36.6,3439203.0,136946.0,49082297.0,0.068
By State,West Virginia,2020-07-14,40.9,3439203.0,136946.0,49082297.0,0.068
By State,Washington,2020-07-14,40.5,3439203.0,136946.0,49082297.0,0.068
By State,Virginia,2020-07-14,35.2,3439203.0,136946.0,49082297.0,0.068
By Sex,Male,2020-07-14,36.1,3439203.0,136946.0,49082297.0,0.068
By State,Connecticut,2020-07-14,35.7,3439203.0,136946.0,49082297.0,0.068
By State,South Carolina,2020-07-14,34.3,3439203.0,136946.0,49082297.0,0.068
By State,Alaska,2020-07-14,39.6,3439203.0,136946.0,49082297.0,0.068
By State,District of Columbia,2020-07-14,23.8,3439203.0,136946.0,49082297.0,0.068
By State,Oklahoma,2020-07-14,30.8,3439203.0,136946.0,49082297.0,0.068
By State,Delaware,2020-07-14,31.0,3439203.0,136946.0,49082297.0,0.068
By State,Connecticut,2020-07-14,31.0,3439203.0,136946.0,49082297.0,0.068
By State,Arizona,2020-07-14,39.9,3439203.0,136946.0,49082297.0,0.068
By State,Alaska,2020-07-14,35.1,3439203.0,136946.0,49082297.0,0.068
By State,Alabama,2020-07-14,34.9,3439203.0,136946.0,49082297.0,0.068
By State,Arkansas,2020-07-14,45.1,3439203.0,136946.0,49082297.0,0.068
By State,Minnesota,2020-07-14,22.0,3439203.0,136946.0,49082297.0,0.068
By State,Mississippi,2020-07-14,36.1,3439203.0,136946.0,49082297.0,0.068
By State,Wisconsin,2020-07-14,24.6,3439203.0,136946.0,49082297.0,0.068
By State,Montana,2020-07-14,28.5,3439203.0,136946.0,49082297.0,0.068
By State,Nebraska,2020-07-14,26.4,3439203.0,136946.0,49082297.0,0.068
By State,Florida,2020-07-14,39.0,3439203.0,136946.0,49082297.0,0.068
By State,New Hampshire,2020-07-14,28.7,3439203.0,136946.0,49082297.0,0.068
By State,New Mexico,2020-07-14,30.1,3439203.0,136946.0,49082297.0,0.068
By State,North Carolina,2020-07-14,26.4,3439203.0,136946.0,49082297.0,0.068
By State,North Dakota,2020-07-14,25.2,3439203.0,136946.0,49082297.0,0.068
By State,Washington,2020-07-14,27.2,3439203.0,136946.0,49082297.0,0.068
By State,Virginia,2020-07-14,24.0,3439203.0,136946.0,49082297.0,0.068
By State,Vermont,2020-07-14,20.7,3439203.0,136946.0,49082297.0,0.068
By State,Texas,2020-07-14,32.2,3439203.0,136946.0,49082297.0,0.068
By State,Tennessee,2020-07-14,31.4,3439203.0,136946.0,49082297.0,0.068
By State,South Dakota,2020-07-14,24.1,3439203.0,136946.0,49082297.0,0.068
By State,South Carolina,2020-07-14,25.3,3439203.0,136946.0,49082297.0,0.068
By State,Rhode Island,2020-07-14,31.1,3439203.0,136946.0,49082297.0,0.068
By State,Pennsylvania,2020-07-14,27.5,3439203.0,136946.0,49082297.0,0.068
By State,Oregon,2020-07-14,31.7,3439203.0,136946.0,49082297.0,0.068
By State,New Jersey,2020-07-14,28.7,3439203.0,136946.0,49082297.0,0.068
By State,Georgia,2020-07-14,37.1,3439203.0,136946.0,49082297.0,0.068
By State,Ohio,2020-07-14,21.2,3439203.0,136946.0,49082297.0,0.068
By State,New Mexico,2020-07-14,38.6,3439203.0,136946.0,49082297.0,0.068
By State,New York,2020-07-14,34.2,3439203.0,136946.0,49082297.0,0.068
By State,North Dakota,2020-07-14,30.5,3439203.0,136946.0,49082297.0,0.068
By State,Idaho,2020-07-14,32.4,3439203.0,136946.0,49082297.0,0.068
By State,Mississippi,2020-07-14,38.0,3439203.0,136946.0,49082297.0,0.068
By State,Ohio,2020-07-14,31.7,3439203.0,136946.0,49082297.0,0.068
By State,Oklahoma,2020-07-14,40.1,3439203.0,136946.0,49082297.0,0.068
By State,Pennsylvania,2020-07-14,34.2,3439203.0,136946.0,49082297.0,0.068
By State,Rhode Island,2020-07-14,36.5,3439203.0,136946.0,49082297.0,0.068
By State,South Carolina,2020-07-14,30.7,3439203.0,136946.0,49082297.0,0.068
By State,South Dakota,2020-07-14,32.6,3439203.0,136946.0,49082297.0,0.068
By State,Utah,2020-07-14,29.5,3439203.0,136946.0,49082297.0,0.068
By State,New Hampshire,2020-07-14,28.9,3439203.0,136946.0,49082297.0,0.068
By State,Missouri,2020-07-14,35.3,3439203.0,136946.0,49082297.0,0.068
By State,Minnesota,2020-07-14,27.5,3439203.0,136946.0,49082297.0,0.068
By State,Vermont,2020-07-14,33.4,3439203.0,136946.0,49082297.0,0.068
By State,Maryland,2020-07-14,29.9,3439203.0,136946.0,49082297.0,0.068
By State,Kentucky,2020-07-14,37.8,3439203.0,136946.0,49082297.0,0.068
By State,Washington,2020-07-14,35.7,3439203.0,136946.0,49082297.0,0.068
By State,Kansas,2020-07-14,28.8,3439203.0,136946.0,49082297.0,0.068
By State,West Virginia,2020-07-14,36.1,3439203.0,136946.0,49082297.0,0.068
By State,Wisconsin,2020-07-14,31.1,3439203.0,136946.0,49082297.0,0.068
By State,Wyoming,2020-07-14,29.4,3439203.0,136946.0,49082297.0,0.068
By State,Alabama,2020-07-14,40.1,3439203.0,136946.0,49082297.0,0.068
By State,Iowa,2020-07-14,25.2,3439203.0,136946.0,49082297.0,0.068
By State,Indiana,2020-07-14,36.8,3439203.0,136946.0,49082297.0,0.068
By State,Illinois,2020-07-14,28.9,3439203.0,136946.0,49082297.0,0.068
By State,Massachusetts,2020-07-14,34.2,3439203.0,136946.0,49082297.0,0.068
By State,Nevada,2020-07-14,42.8,3439203.0,136946.0,49082297.0,0.068
By State,New Hampshire,2020-07-21,28.8,3906368.0,142792.0,55767246.0,0.07
By State,Montana,2020-07-21,28.4,3906368.0,142792.0,55767246.0,0.07
By State,Alaska,2020-07-21,33.8,3906368.0,142792.0,55767246.0,0.07
By State,Connecticut,2020-07-21,30.4,3906368.0,142792.0,55767246.0,0.07
By State,New Jersey,2020-07-21,26.8,3906368.0,142792.0,55767246.0,0.07
By State,New Mexico,2020-07-21,37.6,3906368.0,142792.0,55767246.0,0.07
By State,New York,2020-07-21,29.3,3906368.0,142792.0,55767246.0,0.07
By State,North Carolina,2020-07-21,30.5,3906368.0,142792.0,55767246.0,0.07
By State,Rhode Island,2020-07-21,25.9,3906368.0,142792.0,55767246.0,0.07
By State,Nevada,2020-07-21,38.6,3906368.0,142792.0,55767246.0,0.07
By State,Nevada,2020-07-21,43.7,3906368.0,142792.0,55767246.0,0.07
By State,South Carolina,2020-07-21,32.3,3906368.0,142792.0,55767246.0,0.07
By State,Tennessee,2020-07-21,33.7,3906368.0,142792.0,55767246.0,0.07
By State,Utah,2020-07-21,28.5,3906368.0,142792.0,55767246.0,0.07
By State,Washington,2020-07-21,32.2,3906368.0,142792.0,55767246.0,0.07
By State,West Virginia,2020-07-21,28.0,3906368.0,142792.0,55767246.0,0.07
By State,Wisconsin,2020-07-21,23.9,3906368.0,142792.0,55767246.0,0.07
By State,Wyoming,2020-07-21,31.6,3906368.0,142792.0,55767246.0,0.07
By State,South Dakota,2020-07-21,27.6,3906368.0,142792.0,55767246.0,0.07
By State,Pennsylvania,2020-07-21,20.5,3906368.0,142792.0,55767246.0,0.07
By Age,30 - 39 years,2020-07-21,47.1,3906368.0,142792.0,55767246.0,0.07
By Age,30 - 39 years,2020-07-21,32.8,3906368.0,142792.0,55767246.0,0.07
By State,Michigan,2020-07-21,36.3,3906368.0,142792.0,55767246.0,0.07
By State,Mississippi,2020-07-21,36.5,3906368.0,142792.0,55767246.0,0.07
By State,Massachusetts,2020-07-21,31.1,3906368.0,142792.0,55767246.0,0.07
By State,Maine,2020-07-21,35.7,3906368.0,142792.0,55767246.0,0.07
